"Time stamp","System power generated | (kW)"
"9553",431.376
"9554",357.668
"9555",279.489
"9556",199.079
"9557",118.457
"9558",169.951
"9559",217.758
"9560",262.299
"9561",300.769
"9562",299.714
"9563",296.679
"9564",291.481
"9565",283.937
"9566",257.15
"9567",230.759
"9568",203.927
"9569",177.102
"9570",139.187
"9571",104.433
"9572",73.2663
"9573",46.0916
"9574",28.3046
"9575",14.1705
"9576",3.78533
"9577",-0.081608
"9578",-0.081608
"9579",-0.081608
"9580",-0.081608
"9581",-0.081608
"9582",-0.081608
"9583",-0.081608
"9584",-0.081608
"9585",-0.081608
"9586",-0.081608
"9587",-0.081608
"9588",-0.081608
"9589",-0.081608
"9590",-0.081608
"9591",-0.081608
"9592",-0.081608
"9593",-0.081608
"9594",-0.081608
"9595",-0.081608
"9596",-0.081608
"9597",-0.081608
"9598",-0.081608
"9599",-0.081608
"9600",-0.081608
"9601",-0.081608
"9602",-0.081608
"9603",-0.081608
"9604",-0.081608
"9605",-0.081608
"9606",-0.081608
"9607",-0.081608
"9608",-0.081608
"9609",-0.081608
"9610",-0.081608
"9611",-0.081608
"9612",-0.081608
"9613",-0.081608
"9614",-0.081608
"9615",-0.081608
"9616",-0.081608
"9617",-0.081608
"9618",-0.081608
"9619",-0.081608
"9620",-0.081608
"9621",-0.081608
"9622",-0.081608
"9623",26.3424
"9624",29.826
"9625",60.3727
"9626",80.2784
"9627",101.498
"9628",125.118
"9629",150.59
"9630",172.79
"9631",196.148
"9632",219.972
"9633",242.493
"9634",261.673
"9635",278.721
"9636",292.163
"9637",303.964
"9638",321.08
"9639",338.762
"9640",356.832
"9641",375.097
"9642",387.854
"9643",400.097
"9644",411.706
"9645",422.55
"9646",427.342
"9647",430.986
"9648",433.445
"9649",434.69
"9650",430.295
"9651",424.676
"9652",417.874
"9653",409.934
"9654",397.649
"9655",384.377
"9656",370.197
"9657",355.215
"9658",336.878
"9659",317.97
"9660",298.604
"9661",278.151
"9662",252.626
"9663",227.546
"9664",202.016
"9665",176.117
"9666",132.547
"9667",93.0585
"9668",58.7925
"9669",30.2407
"9670",19.1689
"9671",9.91906
"9672",2.55923
"9673",-0.081608
"9674",-0.081608
"9675",-0.081608
"9676",-0.081608
"9677",-0.081608
"9678",-0.081608
"9679",-0.081608
"9680",-0.081608
"9681",-0.081608
"9682",-0.081608
"9683",-0.081608
"9684",-0.081608
"9685",-0.081608
"9686",-0.081608
"9687",-0.081608
"9688",-0.081608
"9689",-0.081608
"9690",-0.081608
"9691",-0.081608
"9692",-0.081608
"9693",-0.081608
"9694",-0.081608
"9695",-0.081608
"9696",-0.081608
"9697",-0.081608
"9698",-0.081608
"9699",-0.081608
"9700",-0.081608
"9701",-0.081608
"9702",-0.081608
"9703",-0.081608
"9704",-0.081608
"9705",-0.081608
"9706",-0.081608
"9707",-0.081608
"9708",-0.081608
"9709",-0.081608
"9710",-0.081608
"9711",-0.081608
"9712",-0.081608
"9713",-0.081608
"9714",-0.081608
"9715",-0.081608
"9716",-0.081608
"9717",-0.081608
"9718",-0.081608
"9719",21.3051
"9720",28.4031
"9721",55.0888
"9722",76.405
"9723",99.7899
"9724",125.331
"9725",152.302
"9726",177.073
"9727",202.351
"9728",227.559
"9729",252.549
"9730",274.175
"9731",294.716
"9732",312.532
"9733",328.6
"9734",343.681
"9735",357.981
"9736",371.446
"9737",384.008
"9738",392.293
"9739",399.388
"9740",405.3
"9741",410.035
"9742",414.53
"9743",417.952
"9744",420.27
"9745",421.456
"9746",416.576
"9747",410.536
"9748",403.381
"9749",395.162
"9750",384.018
"9751",371.935
"9752",358.975
"9753",345.206
"9754",327.512
"9755",309.257
"9756",290.546
"9757",271.49
"9758",243.438
"9759",216.06
"9760",188.877
"9761",162.042
"9762",124.006
"9763",89.5365
"9764",59.0643
"9765",32.9846
"9766",20.7854
"9767",10.6304
"9768",2.59913
"9769",-0.081608
"9770",-0.081608
"9771",-0.081608
"9772",-0.081608
"9773",-0.081608
"9774",-0.081608
"9775",-0.081608
"9776",-0.081608
"9777",-0.081608
"9778",-0.081608
"9779",-0.081608
"9780",-0.081608
"9781",-0.081608
"9782",-0.081608
"9783",-0.081608
"9784",-0.081608
"9785",-0.081608
"9786",-0.081608
"9787",-0.081608
"9788",-0.081608
"9789",-0.081608
"9790",-0.081608
"9791",-0.081608
"9792",-0.081608
"9793",-0.081608
"9794",-0.081608
"9795",-0.081608
"9796",-0.081608
"9797",-0.081608
"9798",-0.081608
"9799",-0.081608
"9800",-0.081608
"9801",-0.081608
"9802",-0.081608
"9803",-0.081608
"9804",-0.081608
"9805",-0.081608
"9806",-0.081608
"9807",-0.081608
"9808",-0.081608
"9809",-0.081608
"9810",-0.081608
"9811",-0.081608
"9812",-0.081608
"9813",-0.081608
"9814",-0.081608
"9815",31.1743
"9816",36.272
"9817",70.4543
"9818",86.7195
"9819",105.692
"9820",127.811
"9821",152.723
"9822",171.894
"9823",192.842
"9824",213.595
"9825",233.782
"9826",251.085
"9827",266.966
"9828",281.09
"9829",294.346
"9830",304.918
"9831",314.721
"9832",323.754
"9833",332.021
"9834",341.957
"9835",351.617
"9836",360.863
"9837",369.571
"9838",372.043
"9839",373.731
"9840",374.632
"9841",374.741
"9842",372.362
"9843",369.129
"9844",365.027
"9845",360.039
"9846",350.306
"9847",339.693
"9848",328.24
"9849",315.998
"9850",300.066
"9851",283.308
"9852",265.897
"9853",248.01
"9854",224.367
"9855",200.819
"9856",177.11
"9857",153.15
"9858",121.522
"9859",91.9749
"9860",64.9632
"9861",40.8935
"9862",25.3711
"9863",12.6222
"9864",2.77801
"9865",-0.081608
"9866",-0.081608
"9867",-0.081608
"9868",-0.081608
"9869",-0.081608
"9870",-0.081608
"9871",-0.081608
"9872",-0.081608
"9873",-0.081608
"9874",-0.081608
"9875",-0.081608
"9876",-0.081608
"9877",-0.081608
"9878",-0.081608
"9879",-0.081608
"9880",-0.081608
"9881",-0.081608
"9882",-0.081608
"9883",-0.081608
"9884",-0.081608
"9885",-0.081608
"9886",-0.081608
"9887",-0.081608
"9888",-0.081608
"9889",-0.081608
"9890",-0.081608
"9891",-0.081608
"9892",-0.081608
"9893",-0.081608
"9894",-0.081608
"9895",-0.081608
"9896",-0.081608
"9897",-0.081608
"9898",-0.081608
"9899",-0.081608
"9900",-0.081608
"9901",-0.081608
"9902",-0.081608
"9903",-0.081608
"9904",-0.081608
"9905",-0.081608
"9906",-0.081608
"9907",-0.081608
"9908",-0.081608
"9909",-0.081608
"9910",-0.081608
"9911",21.5504
"9912",29.1915
"9913",57.9674
"9914",78.6289
"9915",101.621
"9916",126.562
"9917",152.762
"9918",176.708
"9919",200.353
"9920",223.469
"9921",245.886
"9922",264.899
"9923",281.911
"9924",296.897
"9925",310.699
"9926",322.142
"9927",332.32
"9928",341.148
"9929",348.55
"9930",351.746
"9931",353.433
"9932",353.653
"9933",352.469
"9934",352.935
"9935",352.686
"9936",351.784
"9937",350.267
"9938",349.536
"9939",347.859
"9940",345.194
"9941",341.492
"9942",337.706
"9943",332.082
"9944",324.756
"9945",315.876
"9946",303.486
"9947",289.276
"9948",273.646
"9949",256.947
"9950",233.955
"9951",210.652
"9952",187.239
"9953",163.073
"9954",128.949
"9955",97.2914
"9956",68.5881
"9957",43.2765
"9958",26.7858
"9959",13.2443
"9960",2.78988
"9961",-0.081608
"9962",-0.081608
"9963",-0.081608
"9964",-0.081608
"9965",-0.081608
"9966",-0.081608
"9967",-0.081608
"9968",-0.081608
"9969",-0.081608
"9970",-0.081608
"9971",-0.081608
"9972",-0.081608
"9973",-0.081608
"9974",-0.081608
"9975",-0.081608
"9976",-0.081608
"9977",-0.081608
"9978",-0.081608
"9979",-0.081608
"9980",-0.081608
"9981",-0.081608
"9982",-0.081608
"9983",-0.081608
"9984",-0.081608
"9985",-0.081608
"9986",-0.081608
"9987",-0.081608
"9988",-0.081608
"9989",-0.081608
"9990",-0.081608
"9991",-0.081608
"9992",-0.081608
"9993",-0.081608
"9994",-0.081608
"9995",-0.081608
"9996",-0.081608
"9997",-0.081608
"9998",-0.081608
"9999",-0.081608
"10000",-0.081608
"10001",-0.081608
"10002",-0.081608
"10003",-0.081608
"10004",-0.081608
"10005",-0.081608
"10006",-0.081608
"10007",26.3074
"10008",38.3344
"10009",66.4258
"10010",87.6989
"10011",109.893
"10012",132.616
"10013",153.787
"10014",173.485
"10015",195.034
"10016",217.997
"10017",241.873
"10018",249.78
"10019",250.952
"10020",246.704
"10021",238.272
"10022",245.136
"10023",251.74
"10024",258.076
"10025",264.133
"10026",235.142
"10027",202.554
"10028",167.15
"10029",129.6
"10030",105.488
"10031",81.2085
"10032",56.7736
"10033",32.1949
"10034",32.0018
"10035",31.8122
"10036",31.6264
"10037",31.4447
"10038",50.8085
"10039",70.1104
"10040",89.3462
"10041",108.513
"10042",119.973
"10043",130.518
"10044",140.014
"10045",148.352
"10046",113.013
"10047",78.3949
"10048",44.7054
"10049",12.1236
"10050",10.3009
"10051",8.46309
"10052",6.60795
"10053",4.73353
"10054",2.49638
"10055",0.241276
"10056",-0.081608
"10057",-0.081608
"10058",-0.081608
"10059",-0.081608
"10060",-0.081608
"10061",-0.081608
"10062",-0.081608
"10063",-0.081608
"10064",-0.081608
"10065",-0.081608
"10066",-0.081608
"10067",-0.081608
"10068",-0.081608
"10069",-0.081608
"10070",-0.081608
"10071",-0.081608
"10072",-0.081608
"10073",-0.081608
"10074",-0.081608
"10075",-0.081608
"10076",-0.081608
"10077",-0.081608
"10078",-0.081608
"10079",-0.081608
"10080",-0.081608
"10081",-0.081608
"10082",-0.081608
"10083",-0.081608
"10084",-0.081608
"10085",-0.081608
"10086",-0.081608
"10087",-0.081608
"10088",-0.081608
"10089",-0.081608
"10090",-0.081608
"10091",-0.081608
"10092",-0.081608
"10093",-0.081608
"10094",-0.081608
"10095",-0.081608
"10096",-0.081608
"10097",-0.081608
"10098",-0.081608
"10099",-0.081608
"10100",-0.081608
"10101",-0.081608
"10102",11.0379
"10103",24.729
"10104",39.1151
"10105",62.6046
"10106",80.9916
"10107",101.825
"10108",125.3
"10109",151.333
"10110",162.858
"10111",172.651
"10112",180.606
"10113",186.856
"10114",203.859
"10115",221.38
"10116",239.587
"10117",258.584
"10118",285.008
"10119",314.839
"10120",347.531
"10121",380.641
"10122",391.273
"10123",401.237
"10124",410.441
"10125",418.814
"10126",386.78
"10127",351.982
"10128",315.071
"10129",276.755
"10130",274.204
"10131",271.533
"10132",268.541
"10133",265.193
"10134",251.908
"10135",238.819
"10136",225.614
"10137",212.345
"10138",207.791
"10139",202.139
"10140",195.582
"10141",188.051
"10142",151.575
"10143",116.693
"10144",83.7255
"10145",52.8625
"10146",39.272
"10147",25.7928
"10148",12.445
"10149",-0.081608
"10150",-0.081608
"10151",-0.081608
"10152",-0.081608
"10153",-0.081608
"10154",-0.081608
"10155",-0.081608
"10156",-0.081608
"10157",-0.081608
"10158",-0.081608
"10159",-0.081608
"10160",-0.081608
"10161",-0.081608
"10162",-0.081608
"10163",-0.081608
"10164",-0.081608
"10165",-0.081608
"10166",-0.081608
"10167",-0.081608
"10168",-0.081608
"10169",-0.081608
"10170",-0.081608
"10171",-0.081608
"10172",-0.081608
"10173",-0.081608
"10174",-0.081608
"10175",-0.081608
"10176",-0.081608
"10177",-0.081608
"10178",-0.081608
"10179",-0.081608
"10180",-0.081608
"10181",-0.081608
"10182",-0.081608
"10183",-0.081608
"10184",-0.081608
"10185",-0.081608
"10186",-0.081608
"10187",-0.081608
"10188",-0.081608
"10189",-0.081608
"10190",-0.081608
"10191",-0.081608
"10192",-0.081608
"10193",-0.081608
"10194",-0.081608
"10195",-0.081608
"10196",-0.081608
"10197",-0.081608
"10198",9.91846
"10199",24.2946
"10200",42.4168
"10201",67.5036
"10202",90.5689
"10203",116.209
"10204",143.71
"10205",172.44
"10206",199.053
"10207",225.522
"10208",251.65
"10209",277.317
"10210",300.502
"10211",321.264
"10212",341.12
"10213",360.473
"10214",375.731
"10215",389.845
"10216",402.844
"10217",414.698
"10218",424.736
"10219",433.69
"10220",441.508
"10221",448.154
"10222",452.859
"10223",456.266
"10224",458.415
"10225",459.28
"10226",453.124
"10227",446.238
"10228",438.162
"10229",428.959
"10230",416.178
"10231",402.59
"10232",388.138
"10233",372.909
"10234",353.489
"10235",333.793
"10236",313.702
"10237",293.325
"10238",267.684
"10239",242.524
"10240",217.726
"10241",191.767
"10242",154.23
"10243",119.826
"10244",88.9945
"10245",61.2254
"10246",38.8375
"10247",20.5869
"10248",6.63611
"10249",-0.081608
"10250",-0.081608
"10251",-0.081608
"10252",-0.081608
"10253",-0.081608
"10254",-0.081608
"10255",-0.081608
"10256",-0.081608
"10257",-0.081608
"10258",-0.081608
"10259",-0.081608
"10260",-0.081608
"10261",-0.081608
"10262",-0.081608
"10263",-0.081608
"10264",-0.081608
"10265",-0.081608
"10266",-0.081608
"10267",-0.081608
"10268",-0.081608
"10269",-0.081608
"10270",-0.081608
"10271",-0.081608
"10272",-0.081608
"10273",-0.081608
"10274",-0.081608
"10275",-0.081608
"10276",-0.081608
"10277",-0.081608
"10278",-0.081608
"10279",-0.081608
"10280",-0.081608
"10281",-0.081608
"10282",-0.081608
"10283",-0.081608
"10284",-0.081608
"10285",-0.081608
"10286",-0.081608
"10287",-0.081608
"10288",-0.081608
"10289",-0.081608
"10290",-0.081608
"10291",-0.081608
"10292",-0.081608
"10293",-0.081608
"10294",10.752
"10295",25.9172
"10296",46.3645
"10297",70.3993
"10298",92.6898
"10299",117.646
"10300",144.451
"10301",172.529
"10302",198.161
"10303",223.44
"10304",248.111
"10305",272.095
"10306",294.327
"10307",314.182
"10308",333.543
"10309",352.478
"10310",363.478
"10311",372.045
"10312",378.608
"10313",383.297
"10314",386.997
"10315",389.239
"10316",390.205
"10317",389.991
"10318",395.756
"10319",399.575
"10320",403.408
"10321",406.319
"10322",409.016
"10323",410.569
"10324",410.849
"10325",409.752
"10326",372.355
"10327",335.102
"10328",298.609
"10329",263.49
"10330",236.77
"10331",210.607
"10332",185.199
"10333",160.686
"10334",153.232
"10335",144.799
"10336",135.319
"10337",124.119
"10338",112.66
"10339",99.5984
"10340",84.8614
"10341",68.416
"10342",43.4022
"10343",23.036
"10344",7.54131
"10345",-0.081608
"10346",-0.081608
"10347",-0.081608
"10348",-0.081608
"10349",-0.081608
"10350",-0.081608
"10351",-0.081608
"10352",-0.081608
"10353",-0.081608
"10354",-0.081608
"10355",-0.081608
"10356",-0.081608
"10357",-0.081608
"10358",-0.081608
"10359",-0.081608
"10360",-0.081608
"10361",-0.081608
"10362",-0.081608
"10363",-0.081608
"10364",-0.081608
"10365",-0.081608
"10366",-0.081608
"10367",-0.081608
"10368",-0.081608
"10369",-0.081608
"10370",-0.081608
"10371",-0.081608
"10372",-0.081608
"10373",-0.081608
"10374",-0.081608
"10375",-0.081608
"10376",-0.081608
"10377",-0.081608
"10378",-0.081608
"10379",-0.081608
"10380",-0.081608
"10381",-0.081608
"10382",-0.081608
"10383",-0.081608
"10384",-0.081608
"10385",-0.081608
"10386",-0.081608
"10387",-0.081608
"10388",-0.081608
"10389",-0.081608
"10390",24.8992
"10391",24.5901
"10392",61.5398
"10393",84.2441
"10394",101.744
"10395",119.052
"10396",135.97
"10397",152.412
"10398",171.032
"10399",196.21
"10400",226.951
"10401",262.753
"10402",273.261
"10403",278.053
"10404",279.07
"10405",276.52
"10406",263.184
"10407",248.143
"10408",231.101
"10409",212.35
"10410",241.311
"10411",270.275
"10412",300.013
"10413",330.198
"10414",304.639
"10415",278.247
"10416",252.019
"10417",225.239
"10418",206.531
"10419",187.442
"10420",168.337
"10421",149.275
"10422",131.404
"10423",113.848
"10424",95.9779
"10425",78.1149
"10426",81.2777
"10427",84.3724
"10428",87.3844
"10429",90.3101
"10430",83.4308
"10431",76.3879
"10432",69.163
"10433",61.6818
"10434",45.9084
"10435",30.3542
"10436",15.0484
"10437",-0.081608
"10438",-0.081608
"10439",-0.081608
"10440",-0.081608
"10441",-0.081608
"10442",-0.081608
"10443",-0.081608
"10444",-0.081608
"10445",-0.081608
"10446",-0.081608
"10447",-0.081608
"10448",-0.081608
"10449",-0.081608
"10450",-0.081608
"10451",-0.081608
"10452",-0.081608
"10453",-0.081608
"10454",-0.081608
"10455",-0.081608
"10456",-0.081608
"10457",-0.081608
"10458",-0.081608
"10459",-0.081608
"10460",-0.081608
"10461",-0.081608
"10462",-0.081608
"10463",-0.081608
"10464",-0.081608
"10465",-0.081608
"10466",-0.081608
"10467",-0.081608
"10468",-0.081608
"10469",-0.081608
"10470",-0.081608
"10471",-0.081608
"10472",-0.081608
"10473",-0.081608
"10474",-0.081608
"10475",-0.081608
"10476",-0.081608
"10477",-0.081608
"10478",-0.081608
"10479",-0.081608
"10480",-0.081608
"10481",-0.081608
"10482",-0.081608
"10483",-0.081608
"10484",-0.081608
"10485",-0.081608
"10486",22.7939
"10487",25.9079
"10488",61.2933
"10489",82.1877
"10490",97.122
"10491",117.806
"10492",144.388
"10493",176.633
"10494",197.448
"10495",220.98
"10496",246.513
"10497",273.754
"10498",289.379
"10499",300.533
"10500",308.854
"10501",314.439
"10502",304.482
"10503",291.791
"10504",276.081
"10505",257.752
"10506",285.089
"10507",311.793
"10508",339.233
"10509",367.02
"10510",376.425
"10511",387.752
"10512",398.331
"10513",407.873
"10514",400.46
"10515",392.133
"10516",382.961
"10517",373.017
"10518",370.041
"10519",365.609
"10520",359.655
"10521",352.142
"10522",337.335
"10523",321.523
"10524",304.689
"10525",287.259
"10526",265.012
"10527",242.413
"10528",219.694
"10529",195.937
"10530",160.213
"10531",126.692
"10532",95.8773
"10533",68.2112
"10534",43.786
"10535",23.6319
"10536",7.99488
"10537",-0.081608
"10538",-0.081608
"10539",-0.081608
"10540",-0.081608
"10541",-0.081608
"10542",-0.081608
"10543",-0.081608
"10544",-0.081608
"10545",-0.081608
"10546",-0.081608
"10547",-0.081608
"10548",-0.081608
"10549",-0.081608
"10550",-0.081608
"10551",-0.081608
"10552",-0.081608
"10553",-0.081608
"10554",-0.081608
"10555",-0.081608
"10556",-0.081608
"10557",-0.081608
"10558",-0.081608
"10559",-0.081608
"10560",-0.081608
"10561",-0.081608
"10562",-0.081608
"10563",-0.081608
"10564",-0.081608
"10565",-0.081608
"10566",-0.081608
"10567",-0.081608
"10568",-0.081608
"10569",-0.081608
"10570",-0.081608
"10571",-0.081608
"10572",-0.081608
"10573",-0.081608
"10574",-0.081608
"10575",-0.081608
"10576",-0.081608
"10577",-0.081608
"10578",-0.081608
"10579",-0.081608
"10580",-0.081608
"10581",-0.081608
"10582",27.7215
"10583",27.4748
"10584",55.024
"10585",66.2257
"10586",84.1196
"10587",102.787
"10588",122.3
"10589",142.589
"10590",160.131
"10591",179.681
"10592",199.364
"10593",221.317
"10594",240.215
"10595",260.477
"10596",282.365
"10597",305.572
"10598",286.419
"10599",263.166
"10600",236.103
"10601",205.396
"10602",189.654
"10603",173.529
"10604",157.107
"10605",140.434
"10606",121.142
"10607",101.749
"10608",82.2697
"10609",62.7154
"10610",61.9726
"10611",61.2397
"10612",60.5164
"10613",59.8025
"10614",62.1754
"10615",64.5636
"10616",66.9688
"10617",69.3927
"10618",64.9464
"10619",60.4963
"10620",56.0412
"10621",51.5778
"10622",45.803
"10623",40.0089
"10624",34.191
"10625",28.3449
"10626",23.0092
"10627",17.6357
"10628",12.2222
"10629",6.76976
"10630",4.19624
"10631",1.60435
"10632",-0.081608
"10633",-0.081608
"10634",-0.081608
"10635",-0.081608
"10636",-0.081608
"10637",-0.081608
"10638",-0.081608
"10639",-0.081608
"10640",-0.081608
"10641",-0.081608
"10642",-0.081608
"10643",-0.081608
"10644",-0.081608
"10645",-0.081608
"10646",-0.081608
"10647",-0.081608
"10648",-0.081608
"10649",-0.081608
"10650",-0.081608
"10651",-0.081608
"10652",-0.081608
"10653",-0.081608
"10654",-0.081608
"10655",-0.081608
"10656",-0.081608
"10657",-0.081608
"10658",-0.081608
"10659",-0.081608
"10660",-0.081608
"10661",-0.081608
"10662",-0.081608
"10663",-0.081608
"10664",-0.081608
"10665",-0.081608
"10666",-0.081608
"10667",-0.081608
"10668",-0.081608
"10669",-0.081608
"10670",-0.081608
"10671",-0.081608
"10672",-0.081608
"10673",-0.081608
"10674",-0.081608
"10675",-0.081608
"10676",-0.081608
"10677",-0.081608
"10678",4.38374
"10679",6.30548
"10680",12.3824
"10681",15.8086
"10682",16.9823
"10683",18.0319
"10684",18.9992
"10685",19.9115
"10686",23.802
"10687",27.6543
"10688",31.4739
"10689",35.2664
"10690",36.8262
"10691",38.3811
"10692",39.9337
"10693",41.4859
"10694",39.79
"10695",38.1085
"10696",36.4403
"10697",34.7842
"10698",37.3932
"10699",40.0016
"10700",42.6107
"10701",45.2217
"10702",43.4176
"10703",41.623
"10704",39.8369
"10705",38.0585
"10706",37.7003
"10707",37.3484
"10708",37.0026
"10709",36.6628
"10710",46.1396
"10711",55.6307
"10712",65.1404
"10713",74.6735
"10714",72.8956
"10715",71.1217
"10716",69.3539
"10717",67.5903
"10718",62.1798
"10719",56.7255
"10720",51.2202
"10721",45.6517
"10722",36.1045
"10723",26.5339
"10724",16.9404
"10725",7.33172
"10726",4.71105
"10727",2.07518
"10728",-0.081608
"10729",-0.081608
"10730",-0.081608
"10731",-0.081608
"10732",-0.081608
"10733",-0.081608
"10734",-0.081608
"10735",-0.081608
"10736",-0.081608
"10737",-0.081608
"10738",-0.081608
"10739",-0.081608
"10740",-0.081608
"10741",-0.081608
"10742",-0.081608
"10743",-0.081608
"10744",-0.081608
"10745",-0.081608
"10746",-0.081608
"10747",-0.081608
"10748",-0.081608
"10749",-0.081608
"10750",-0.081608
"10751",-0.081608
"10752",-0.081608
"10753",-0.081608
"10754",-0.081608
"10755",-0.081608
"10756",-0.081608
"10757",-0.081608
"10758",-0.081608
"10759",-0.081608
"10760",-0.081608
"10761",-0.081608
"10762",-0.081608
"10763",-0.081608
"10764",-0.081608
"10765",-0.081608
"10766",-0.081608
"10767",-0.081608
"10768",-0.081608
"10769",-0.081608
"10770",-0.081608
"10771",-0.081608
"10772",-0.081608
"10773",-0.081608
"10774",10.1962
"10775",14.3445
"10776",27.8859
"10777",35.5568
"10778",55.9995
"10779",76.8553
"10780",98.4847
"10781",119.879
"10782",123.659
"10783",127.588
"10784",131.133
"10785",134.339
"10786",137.104
"10787",139.766
"10788",142.358
"10789",144.89
"10790",135.823
"10791",126.748
"10792",117.666
"10793",108.582
"10794",160.542
"10795",212.316
"10796",264.535
"10797",314.517
"10798",295.27
"10799",275.167
"10800",254.4
"10801",233.167
"10802",187.201
"10803",140.581
"10804",93.5524
"10805",46.3103
"10806",64.9294
"10807",83.516
"10808",102.066
"10809",120.578
"10810",110.256
"10811",99.9554
"10812",89.6697
"10813",79.4007
"10814",110.881
"10815",138.438
"10816",160.705
"10817",177.268
"10818",141.225
"10819",108.477
"10820",78.8799
"10821",52.7602
"10822",34.6422
"10823",19.1259
"10824",6.35037
"10825",-0.081608
"10826",-0.081608
"10827",-0.081608
"10828",-0.081608
"10829",-0.081608
"10830",-0.081608
"10831",-0.081608
"10832",-0.081608
"10833",-0.081608
"10834",-0.081608
"10835",-0.081608
"10836",-0.081608
"10837",-0.081608
"10838",-0.081608
"10839",-0.081608
"10840",-0.081608
"10841",-0.081608
"10842",-0.081608
"10843",-0.081608
"10844",-0.081608
"10845",-0.081608
"10846",-0.081608
"10847",-0.081608
"10848",-0.081608
"10849",-0.081608
"10850",-0.081608
"10851",-0.081608
"10852",-0.081608
"10853",-0.081608
"10854",-0.081608
"10855",-0.081608
"10856",-0.081608
"10857",-0.081608
"10858",-0.081608
"10859",-0.081608
"10860",-0.081608
"10861",-0.081608
"10862",-0.081608
"10863",-0.081608
"10864",-0.081608
"10865",-0.081608
"10866",-0.081608
"10867",-0.081608
"10868",-0.081608
"10869",-0.081608
"10870",11.9474
"10871",22.6579
"10872",43.4913
"10873",58.2637
"10874",63.4473
"10875",68.2219
"10876",72.6734
"10877",76.8746
"10878",114.014
"10879",161.716
"10880",219.308
"10881",285.66
"10882",262.903
"10883",232.751
"10884",194.638
"10885",149.078
"10886",161.393
"10887",172.713
"10888",184.104
"10889",195.543
"10890",220.919
"10891",246.914
"10892",273.391
"10893",300.151
"10894",287.407
"10895",275.178
"10896",262.571
"10897",249.689
"10898",259.936
"10899",269.429
"10900",277.971
"10901",286.29
"10902",299.808
"10903",311.721
"10904",321.69
"10905",329.284
"10906",298.159
"10907",267.832
"10908",238.618
"10909",210.035
"10910",168.437
"10911",128.192
"10912",90.3732
"10913",55.2363
"10914",42.0495
"10915",28.9251
"10916",15.8735
"10917",2.9142
"10918",1.37416
"10919",-0.081608
"10920",-0.081608
"10921",-0.081608
"10922",-0.081608
"10923",-0.081608
"10924",-0.081608
"10925",-0.081608
"10926",-0.081608
"10927",-0.081608
"10928",-0.081608
"10929",-0.081608
"10930",-0.081608
"10931",-0.081608
"10932",-0.081608
"10933",-0.081608
"10934",-0.081608
"10935",-0.081608
"10936",-0.081608
"10937",-0.081608
"10938",-0.081608
"10939",-0.081608
"10940",-0.081608
"10941",-0.081608
"10942",-0.081608
"10943",-0.081608
"10944",-0.081608
"10945",-0.081608
"10946",-0.081608
"10947",-0.081608
"10948",-0.081608
"10949",-0.081608
"10950",-0.081608
"10951",-0.081608
"10952",-0.081608
"10953",-0.081608
"10954",-0.081608
"10955",-0.081608
"10956",-0.081608
"10957",-0.081608
"10958",-0.081608
"10959",-0.081608
"10960",-0.081608
"10961",-0.081608
"10962",-0.081608
"10963",-0.081608
"10964",-0.081608
"10965",13.056
"10966",30.0688
"10967",46.5471
"10968",73.908
"10969",94.6673
"10970",110.41
"10971",121.649
"10972",128.099
"10973",129.778
"10974",153.081
"10975",179.345
"10976",208.581
"10977",240.503
"10978",245.356
"10979",248.779
"10980",250.629
"10981",251.013
"10982",275.337
"10983",301.379
"10984",329.2
"10985",356.881
"10986",323.224
"10987",286.207
"10988",246.393
"10989",204.285
"10990",239.802
"10991",274.761
"10992",309.648
"10993",342.275
"10994",320.645
"10995",298.516
"10996",276.133
"10997",253.733
"10998",247.835
"10999",241.591
"11000",234.972
"11001",227.89
"11002",213.037
"11003",198.105
"11004",183.129
"11005",168.143
"11006",155.461
"11007",142.455
"11008",129.113
"11009",115.3
"11010",92.4364
"11011",70.7253
"11012",50.2839
"11013",31.2317
"11014",21.3396
"11015",12.2072
"11016",3.89699
"11017",-0.081608
"11018",-0.081608
"11019",-0.081608
"11020",-0.081608
"11021",-0.081608
"11022",-0.081608
"11023",-0.081608
"11024",-0.081608
"11025",-0.081608
"11026",-0.081608
"11027",-0.081608
"11028",-0.081608
"11029",-0.081608
"11030",-0.081608
"11031",-0.081608
"11032",-0.081608
"11033",-0.081608
"11034",-0.081608
"11035",-0.081608
"11036",-0.081608
"11037",-0.081608
"11038",-0.081608
"11039",-0.081608
"11040",-0.081608
"11041",-0.081608
"11042",-0.081608
"11043",-0.081608
"11044",-0.081608
"11045",-0.081608
"11046",-0.081608
"11047",-0.081608
"11048",-0.081608
"11049",-0.081608
"11050",-0.081608
"11051",-0.081608
"11052",-0.081608
"11053",-0.081608
"11054",-0.081608
"11055",-0.081608
"11056",-0.081608
"11057",-0.081608
"11058",-0.081608
"11059",-0.081608
"11060",-0.081608
"11061",4.70636
"11062",12.1332
"11063",21.0506
"11064",30.9176
"11065",38.3263
"11066",56.7092
"11067",75.2567
"11068",93.8581
"11069",112.464
"11070",117.206
"11071",121.664
"11072",125.881
"11073",129.892
"11074",150.985
"11075",172.607
"11076",194.678
"11077",217.115
"11078",232.004
"11079",247.413
"11080",263.203
"11081",279.237
"11082",226.134
"11083",170.433
"11084",112.613
"11085",53.2503
